Text,labels
ഇന്ന് 6 മണി ആക്കാൻ ഞാൻ പെട്ട കഷ്ടപ്പാട് എനിക്ക് മാത്രേ അറിയൂ പടം പ്രതീക്ഷ നൽകുന്നുണ്ട് positive response ആണെങ്കിൽ ഇൗ ഓണം ഇട്ടിമാണി കൊണ്ടുപോകും,Non-sarcastic
ഞാൻ ഒരു ലാലേട്ടൻ ഫാൻ ആണ് പക്ഷെ ഇന്നലെ വന്ന ഇക്കാന്റെ ട്രൈലറിൻറെ അത്ര വന്നില്ല,Non-sarcastic
Best pubg game play malayalam,Non-sarcastic
Dulquer Fans ~ Comment  Prithviraj Fans ~ Like,Non-sarcastic
താളം പിടിക്കുന്നവർ കാണാനില്ല പക്ഷെ പാട്ടിൽ എല്ലാം ഉണ്ട്🤔 ഇപ്പഴത്തെ ഒരു ടെക്നോളജിയെ.  ഈ ഡയറക്ടർ ഒരു സംഭവം തന്നെ.,Sarcastic
മാസ്സുകളുടെ ഡയറക്ടർ ജോഷി   തിരുമ്പി വന്തിടെന്ന്ന്നു സോല്ല്,Non-sarcastic
Ee pattil lalettan step irangivarunna scene.....ohhh romanjamm,Non-sarcastic
ഇത് പൊളിക്കും മമ്മുട്ടി ഫാൻസ്‌ ഈ കമന്റ് ഒന്ന് ലൈക്‌ ചെയ്യാമോ,Non-sarcastic
പടം കണ്ടു...  അറുബോറൻ പടം പുതിയ തലമുറയെ കഞ്ചാവ് അടിക്കാൻ പ്രേരിപ്പിക്കുന്ന തെറ്റായ സന്ദേശമാണ് ഈ ചിത്രം നൽകുന്നത് ഇത്തരം ചിത്രത്തിൽ അഭിനയിക്കാൻ തയ്യാറായ ഫഹദിനെ സമ്മതിക്കണം.  ദയവു ചെയ്ത് ഫാമിലിയായി ഈ പടം കാണാതിരിക്കുക,Sarcastic
Video hay nhung sao lai danh nhau vay,Non-sarcastic
Sugeeth- Dileep koottukettil aadya movie...Ella aasamsakalum nerunnu.  Trailer kalakki...FDFS urappichu,Non-sarcastic
"മൊയ്‌ദീൻ മൂവിയിലെ ""കണ്ണോണ്ട് ചൊല്ലണ് ""ആ സോങ് പോലെ തോന്നിയവർ ലൈക്‌ adichee",Sarcastic
. ട്രോൾ എഡിറ്റ് ചെയ്യുന്ന പിള്ളേർ വരെ എഡിറ്റിംഗ് സ്‌കിൽ കൊണ്ടു ഞെട്ടിക്കുന്ന ഈ കാലത്തു..എന്ത് ഊള ട്രയ്ലർ ആണ് സഹോ ലാലേട്ടൻ പടത്തിനു ഇറക്കി വിടുന്നത്.,Sarcastic
Enna karambiya... Hoh african aalkar inji malayali penengale keatti kalikum,Non-sarcastic
Minister raja il prathviraj nn include cheyu plzzzz,Non-sarcastic
Luv frm Tn🤩....tamilians give a like,Non-sarcastic
സുരാജേട്ടന് കോമഡി മാത്രമല്ല സീരിയസ് റോളുകളും വഴങ്ങുമെന്ന് പുള്ളി വീണ്ടും വീണ്ടും തെളിയിച്ചു കൊണ്ടിരിക്കുവാണല്ലോ,Non-sarcastic
Tiktok ഇന് അങ്ങനെ new song കിട്ടി,Sarcastic
Anthena maire nigal unlike adikunne nalla trailer alle,Non-sarcastic
Ithu polikkum mamangam oru 200 cr pratheekshikkunnu. Cinima etayalum theateril poyi kandirikkum,Sarcastic
എന്താ  ഇത്  ആളെ പൊട്ടനാകെ  അല്ലെ പൊട്ടൻ  ആളെ അകെ,Sarcastic
"King of versatility, വേറെ ഏതു Superstar ചെയ്യാൻ ധൈര്യം കാണിക്കും ഇത് പോലെ ഒരു role. ഒരേ ഒരു MAMMOOKKA.",Non-sarcastic
രാജുവേട്ടാ... സുരാജേട്ടൻ മൊത്തത്തിൽ കൊണ്ട് പോകുമോ...  Rajuettan Surajettan,Non-sarcastic
എത്ര നന്നായിട് ആണ്‌ മമ്മുക്കാ ഇതിൽ ഡാൻസ്‌ ചെയ്തിട്ടുല്ലത്ത്‌ ഈ പ്രായത്തിൽ വെരെ ആരെ കൊണ്ടു പറ്റും,Non-sarcastic
ഇതിന്റെ സംവിധായിക WCC ലെ ഗീതു മോഹൻദാസ് തന്നെയാണോ,Non-sarcastic
Adaar Love Malayalam Full Movie,Non-sarcastic
NEXT MASS HIT OF LALETTAN...MARANA MASS HIT,Non-sarcastic
മലയാളത്തിൽ ഒരുപിടി നല്ല സിനിമ തന്നിട്ടുള director abrid shine,Non-sarcastic
Dress okke jettiyil poyii vila peshiye edukkollu..,Sarcastic
Maass.trailer ennu paranja ithaanU makkale.....katta waitinG for #Lucifer,Non-sarcastic
ഒരു രൂപ കൊടുക്കാതെ ഏല്ലാ മലയാളം ചാനലും നിങ്ങൾക്ക് കിട്ടും .ഇത് നിങ്ങളുടെ പുതിയ അറിവ് ആണെങ്കിൽ താഴെ കൊടുത്ത ലിങ്കിൽ ഇതിന്റെ news und. ഇഷ്ടമായെങ്കിൽ ലൈക് അടിക്കുക,Non-sarcastic
Ithano trailer oru dialogue polum illa ekkaude. Ullath kurach perum oru vettum,Non-sarcastic
ഞങ്ങളുടെ പുതിയ ഷോർട്ട് ഫിലിം ടീസർ..!!   YouTube Link :   ഇഷ്ടപ്പെട്ടാൽ share ചെയ്യണേ...  Watch  Like   Cmt Share,Sarcastic
Mamangam 200 cr clubil kerum ennurappullavar like adikk,Non-sarcastic
Padam ettunila pottum ennu urappullavar like..,Non-sarcastic
LALETTAN fan Anu  ennalum  IKKA  NiNGAL  vere LEVEL,Non-sarcastic
7m subcribesundayittum 3.9m views 5m yethikku plz kandavar onnum kudi kaanuga,Non-sarcastic
ഇന്ന് ഒരുമാതിറിപ്പെട്ട birthday tribute ഒക്കെ വന്നു... But ഇതൊരു രക്ഷയില്ലാത്ത ഒന്നായി പോയി. ഇത് career  best ആയിരിക്കും എന്ന് പറയുന്നവർ ദാ ഇവിടെ...ഉലക്ക ചക്ക ചക്ക ചക്ക,Non-sarcastic
ലോക സംഗീത സാമ്രാജ്യത്തിലെ മുടിചുട മന്നൻമാരായ ടീ സീരീസിനെ പകർപവകാശം നൽകിയ വേണുചേട്ടാ പ്രകബന മാസ്,Sarcastic
എല്ലാവരും അഭിനയം പറയുമ്പോൾ ഏറ്റവും പൊളി BGM ആണെന്ന് തോന്നിയത് എനിക്ക് മാത്രമാണോ?  Sushin Shyam,Non-sarcastic
Aju vargheesinte police role ishtamayavar like adi,Non-sarcastic
മൂക്കുത്തി അല്ലെ മോളെ നിന്റ മൂക്കത്തു ഇരിക്കുന്നത്,Sarcastic
ആരെങ്കിലും ഒരു മുക്കുത്തി കൊട്..... ഇങ്ങനെയും പാട്ടുണ്ടാക്കാം അല്ലേ,Sarcastic
Mamangam Trailer  Goosebumps guaranteed,Non-sarcastic
ശ്രേയ ജി... നിങ്ങൾ വല്ലാത്ത ഒരു ജിന്നാണ് ബഹൻ... കേട്ടിട്ടും കേട്ടിട്ടും മതിവരുന്നില്ല.... ശ്രേയ ഘോഷാൽ - എം ജയചന്ദ്രൻ - റഫീഖ് അഹമ്മദ്  ഇപ്പോഴത്തെ പോലെ ഇത്തവണയും അത്ഭുതപ്പെടുത്തി,Sarcastic
Mammootty fans polum like adichu pokum adaru trailer,Non-sarcastic
Ithokkey kandittaanu iparthey pillaru schoolilum collegilum adiyum pidiyum vazhakkum ondakunnadhu,Non-sarcastic
നിനകൊക്കെ പ്രാന്താനോടാ പെണ്ണുങ്ങളുടെ പിന്നാലെ പോകാൻ.......     NASLEN Fans.....,Non-sarcastic
ജോ ജോ ഫാൻ ഉണ്ടെങ്കിൽ ഒന്നു ഞെക്കിക്കേ,Non-sarcastic
Dislike adicha thanthayilla thayolikal aaranaavo ..murugane theerkkum ennu paranju nadannavar aavum,Non-sarcastic
Lusifer na kadathi vettanan lokath eni  oru ankutti illa  ini undakanum pokunilla,Non-sarcastic
Kandapol puthanpanam orma vannavar ivide like,Non-sarcastic
Padam kand ishtaaayavar onn like adiche,Non-sarcastic
pls support ഒരു കൂട്ടം ചെറുപ്പക്കാരുടെ കഷ്ടപ്പാട് ആണ് ഒന്ന് കണ്ടു അഭിപ്രായം പറഞ്ഞേക്കണേ,Non-sarcastic
11million aayo enn nokaan varunnavarundo ??,Non-sarcastic
Oru hit oru flop ath kondu ith angane karuthunulu,Non-sarcastic
എത്ര ചെയ്താലും മതിവരാത്ത 2 കാര്യങ്ങൾ.. അത്‌ മംമൂക്കനെ ഉദ്ദേശിച്ചാണോ.,Sarcastic
പഹയന്മാരെ..... ഇജ്ജാതി കമന്റ്‌ ഇടാതെ.... ചിരിച്ചു ചിരിച്ചു ഒരു വഴിക്കായി......,Sarcastic
സമീപകാല നല്ലൊരു ടീസർ സൂപ്പർ ഗൂഡ്‌വെൽ ടീം,Non-sarcastic
Mad man god never dies only satan dies satans video ridiculous,Non-sarcastic
Usmanee.... Mmmuk eenthapaya kachavadam matti bala kachavadam tudangam.. Evdoo kettapole 🤣,Sarcastic
Naamoru naal kinaa kudilil Chennanayunirunilaa valayaai  Aarum kaanaa Hridaya thaalamathil urunginaamenn Aarum kelkaaa prnaya jaalakatha  Palavuru parayumo.......,Non-sarcastic
നെപ്പോളിന്റെ മക്കളുടെ ജീവിതത്തിലൂടെ ക്യാമറ ചലിപ്പിച്ച് ഷമ്മി എന്ന ഹീറോയുടെ വീട്ടിൽ എന്താണ് സംഭവിക്കുന്നു എന്ന് നോക്കി............ കുമ്പളങ്ങി യുടെ ആത്മാവിനെ തൊട്ട് ഉണർത്തി ക്യാമറ പതുക്കെ നടന്ന് നീങ്ങി......,Non-sarcastic
ഇട്ടിമാണി lalettan  pwolikkum...... കർത്താവേ മിന്നിച്ചേക്കണേ..........,Non-sarcastic
Ithinu dislike cheythathu maoistukalum lalettan fansum arikum,Non-sarcastic
Ijjadi mass sadanam ഇക്ക നിങ്ങ poliyaan inippo kurupottichond കൊറേ mairanmar വരും,Non-sarcastic
"finally i met dulquer salman, fan boy moment",Non-sarcastic
Dislike adikkan takka endon ee songilulladveruppeer adikkade like,Non-sarcastic
Trailor Looks sooo promising... shots and BGM looks like Pulimurugan 2. . We are waiting....,Non-sarcastic
Soubin ikka porikkuka aanallo Parava. Sudani from nigeria. Kumbalangi nights,Non-sarcastic
padam kand kayinn trailer kaanan vannavar adi like🤗..,Non-sarcastic
ufff ikka ethe polikkum. Katta waiting,Non-sarcastic
"സിനിമ കണ്ടു തുടങ്ങിയപ്പോളൊ ഉള്ള ഇഷ്ടമാണ്. മമ്മൂക്ക .. ഞങ്ങൾക്ക് ഒരു ചാനൽ ഉണ്ട്, ഒന്ന് കയറി നോക്കുമോ, ഇഷ്ടപെട്ടാൽ സബ്സ്ക്രൈബ് ചെയ്യണേ.",Non-sarcastic
ബിലാൽ ജോൺ കുരിശിങ്കലിനു  ഇവിടെ ഫാൻസ്‌ ഉണ്ടോ.... വെയ്റ്റിംഗ് ബിലാൽ,Non-sarcastic
ഒരു മാസ്സ് കമ്മട്ടിപ്പാടം... പിന്നെ മറിയോം... പെര്ന്നാളെന്നെ... ജോജു മരണ മാസ്സ്!!!,Non-sarcastic
ഈ ഫോട്ടോ പഞ്ചാബി ഹൗസിലെ ജനാർദ്ദനനെ പോലെ ഉണ്ട്,Sarcastic
അടുത്ത 100 + കോടി കളക്ഷൻ,Non-sarcastic
I am waiting .. love mammookka .. tamil actor Jai in malayalam movie. superb. love u Jai.,Non-sarcastic
Just 1min      etra per page il und,Non-sarcastic
നല്ലൊരു.... സിനിമ... ആകണെ.... Advanced HaPpy cHristMaS #All,Non-sarcastic
ഫഹദ് വില്ലനാണെന്ന് പറയുന്നു എന്നല്ലാതെ ഒരു സൂചനയും ഇല്ലാലോ.... എന്താപ്പോ കഥ..... 🤔🤔,Non-sarcastic
Da avalk meesha ond da   Psycho sreeni....,Non-sarcastic
മോനെ കിടു ഒന്നും പറയാനില്ല..... ഹോ ഒരുത്തനെ തല്ലിയിട്ട്  കൈ കൊട്ടി ചിരിക്കുന്ന സീൻ  പൊളി,Non-sarcastic
വീട്ടിൽ ഇരിക്കാൻ സമയം ആയി കേട്ട് തടിയാ,Non-sarcastic
പുതു താരകങ്ങളിലെ നന്മയുള്ള മാണിക്യ കല്ല് .... രാജ്യാന്തരവേദികളിൽ മികച്ച പ്രകടനം കാഴ്ച്ചവെച്ച മൂത്തോനിലെ നിവിന്റെ അഭിനയ മികവ് കാണാനായി കാത്തിരിക്കുന്നവർ ഇവിടെ കമോൺ,Non-sarcastic
VADAA aaa dialog vera level ane,Non-sarcastic
inni kure peru varum njn lalettan fan annu.....athanu ethanu sho🤣🤣🤣🤣,Non-sarcastic
malayala cinima ellam hollywood level ayo oh my god,Non-sarcastic
Asuran Fans like here Manju Warrier pakka acting,Non-sarcastic
നമ്മുടെ ഇക്ക ഈ പ്രാവശ്യം വരുന്നത് ബോക്സ്‌ ഓഫീസിന്റെ സകലമാന റെക്കോർഡുകളും തകർക്കാൻ #mamangam ഇടി കട്ട വെയ്റ്റിംഗ് 🤩🤩🤩,Non-sarcastic
ഇരുപതാം നൂറ്റാണ്ടിൽ പ്രണവിന് പകരം ഷൈൻ നിഗത്തിനെ പരിഗണിച്ചാൽ കുറേയൊക്കെ നന്നായിരിക്കും,Non-sarcastic
രാജമാണിക്യത്തിന് ശേഷം വരുന്ന ഒരു ക്ലീൻ ബ്ലോക്ക്‌ബസ്റ്റർ ആവാനുള്ള എല്ലാ ചാൻസും കാണുന്നുണ്ട്,Non-sarcastic
