Text,labels
தலதளபதி ரசிகனா இந்த படம் வெற்றி பெற வாழ்த்துக்கள் தலதளபதி மாஸ்,Non-sarcastic
Yuvan BGM var laval and Yuvan fans hit like,Non-sarcastic
வன்னியர் குல சத்திரியர் சார்பாக movie வெற்றிபெற வாழ்த்துகள்,Non-sarcastic
A r Rahman fans like here,Non-sarcastic
Stalin moonja thavira padathula vara ella scene um vera level..,Sarcastic
"கமெண்ட்ஸ் பார்க்கும் பொது இந்த நாடக காதலால் பல சமூகம் பாதிக்கப்பட்டிருப்பது தெரிகிறது,",Non-sarcastic
Karthic movies laa rombaa war & fight taa raa eruku paa less romance,Non-sarcastic
"Surukkamaa sonna intha generation pasangaluk baasha, padayappa theatreleh poy paakkamudiyaadhavungalukk thalaivara kudukkara oru chinna treat (marana kaatt) vere level",Non-sarcastic
BEST WISHES FROM THALAPATHY ANNA FANS FOR DHANUSH,Non-sarcastic
"Str please odamba matum konjam kami panunga,inum vera lvl ah irupinga",Non-sarcastic
0.47 height uh weight uh la mukkiyam ilaa....,Non-sarcastic
Trailer na ipdi irukunam nu solravanga like here,Non-sarcastic
H Raja reference kandupudichavangalam like pannunga,Non-sarcastic
Kotta ilatha ajith ali punda mavan,Sarcastic
Taramana thala...athuvom ennaku pudicha mathiri thala salt and pepper...yuvan bgm mass,Non-sarcastic
I don't like sai palavi... But I love surya,Non-sarcastic
மோகன் ஜி ஷத்ரியன் வாழ்த்துக்கள் அண்ணா மீண்டும் இது போன்ற சமூக அக்கறையுள்ள படங்களை இயக்குமாறு கேட்டுக்கொள்கிறேன்.....,Non-sarcastic
5ரூபா பேனா வாங்குறது முன்னால எழதி பாத்துவாங்கற மக்கள் தலைவனை தேர்ந்தெடுக்கும்போது5 க்கும் 10க்கும் ஆசைப்பட்டு யார் என்றும் எப்படிபட்டவர் என்றும் தெரிந்தும் கூட தேர்ந்தெடுத்து விட்டு வரம் கொடுத்த சிவன் ஓடுவது போல கேள்வி கேட்க அஞ்சி ஓடி விடுகிறார்கள் அறிவுடையார் எல்லாம் உடையார்,Non-sarcastic
வீர வன்னியர் சங்கத்தின் சார்பில் திரைப்படம் வெற்றியடைய வாழ்த்துகள்...... சேலம் மாவட்டம் மற்றும் நாமக்கல் மாவட்டம்,Non-sarcastic
W t f.. K 75k lyks in 17 mins,Non-sarcastic
@1.10 dhanus looks remain Kamal Hassan look in virumandi.,Sarcastic
Last punch bangam da,Sarcastic
Padam trailer eh semmaiGiving thillalangadi vibes to me,Non-sarcastic
Adichi underwear ode oodde viteruven.. Ooddire,Sarcastic
Therinja ethiriya vida theriyatha edhiriku than allu athigama irukanum..             12M views :-) #THALAPTHY SWAG,Sarcastic
"காதலிச்சு ஓடி போனா அப்பன் செத்துடுறான்   பொண்ணு காதலிக்க மறுத்தா அந்த பொண்ண வெட்டுறானுங்க   அப்படியே காதலிச்சு ஓடி போய் அப்பனும் சாகலைனா,  3 மாசத்துல பேரம் பேசி துரத்தி விட்டுறானுங்க   கொடூரமான இன அழிப்பு ங்குற ஒரு ஆயுதத்தை கையில் எடுத்துருக்கானுங்க   இதுக்கு சிங்களன் எவ்வளவோ மேல்  போல  இதுல எங்காவது நாம கோவப்பட்டு நம்ம பக்கம் நியாயத்தை பேசுனாலே ஐயோ ஐயோ சாதி வெறி  ன்னு சட்டையை கிழிச்சிகிட்டு ஓடுறானுங்க",Non-sarcastic
Thala yoda last dialog sema mass Vera level nu soldravanga mattum oru like podunga,Non-sarcastic
"இந்த படத்தை நிச்சயமாக பார்க்க வேண்டும் தியேட்டர்களில் இயக்குனர்க்கு என் வாழ்த்துக்கள், கள்ளக்குறிச்சி யாதவர் வம்சம்.",Non-sarcastic
My real god in my life,Non-sarcastic
காப்பான் மக்களை உண்மையில்..... நடிப்பின் நாயகன் #SURIYA..... Suriya.... A Complete Actor #Mohanlal....,Non-sarcastic
enaya podano 90 s kid matu terium soldriga,Non-sarcastic
Chinna udaranam sollanumnaa inga vanthirukka comnt la ye eththana saadhi .... Sindhichi paarungayyaa,Non-sarcastic
திரௌபதி படத்தை அனைவரும் பார்க்க வேண்டுமென்று உங்கள் பொற்பாதங்களை தொட்டு வணங்கி கேட்டுக்கொள்கிறேன்.,Non-sarcastic
சாதி மதம் இனம் இல்லாத மனிதனின் சார்பாக வாழ்த்துக்கள்,Non-sarcastic
1:41 Veralevel.... Superb .. Waiting Selvaragavan.. From THALAPATHY FAN,Non-sarcastic
Thank you vinoth sema sema mokka,Sarcastic
3M views in 2 days !!! Awesome !!,Non-sarcastic
தஞ்சாவூர் டெல்டா பசங்க சார்பில் வரவேற்கிறோம் அம்மையப்பன் வன்னியர் சங்கம்,Non-sarcastic
Makkal Selvan fans our like podungo,Non-sarcastic
Trailer noddidilla but Na like mad bittene. Surya Anna mass ide,Non-sarcastic
Karthi (kailii vettii) kattitu naducha Padam hit and blockbuster thann Antha varusaiyil ithuvum ondruuu,Non-sarcastic
சொந்த சாதிக்காரன் கற்பழிச்சா கூட பிரச்சனையில்லை ஆனால் வேற சாதிக்காரன் காதலிச்சா மட்டும் காதல் நாடகக்காதல் ஆகிவிடுகிறது .. இன்றைய போராளிகளுக்கு..,Non-sarcastic
neraya neraya neraya neraya neraya neraya.,Non-sarcastic
Rayappan : Cup  mukkiyam bigilu Fans          : Cup mukkiyam kathire,Non-sarcastic
Yuvan num Thala sema mass thaan,Non-sarcastic
குமரி மாவட்ட பாஜக சார்பாக படம் வெற்றி பெற வாழ்த்துகள்......,Non-sarcastic
Dei 10 million views dhan pa vandhurukku Vera yaarumae illaya pa,Sarcastic
"வரலாறு தெரியாமல் வெற்று புகழ்காக பிராமணன்கு கூட்டி கொடுத்தது தான் சாதி சொத்து சேர்ந்துள்ளது.ஒரு சிலரை தவிர.அறியாமை ,நீ கல்வி கற்கவே தடை விதித்தவன் பற்றி உனக்கு தெறியுமா?,உன்னை வெறும் கருவியாக மட்டும் பயன்படுத்தி உயர்ந்தவன்,அவனே பிராமணன் என்ற உயர்ந்தவன் நீ மாமா வேலை பார்த்து சொத்து சேர்த்தவன்.ஒருசில நல் உள்ளங்களை தவிர,மாண பெரிதென வாழ்ந்து அறியாமை எதிர்ததால் ஊரின் எல்லையில் தள்ளபட்டனர். உண்மை வெல்லும் ஒரு நாள்!!!",Non-sarcastic
Wow ravi anna sema anna neenga,Non-sarcastic
"super Thalaivaa, Superstar naa superstar thaa",Non-sarcastic
உங்க கிராமத்துல யார் வரணும் வரக்கூடாது என்று முடிவு பண்ணுங்க அதேபோல காற்று எப்படி வீசனும் எங்கிருந்து வீசனும் முடிவு பண்ணுங்க மழை எப்படி பெய்யனும்  முடிவு பண்ணுங்க. உங்க ஜாதிக்காரன் விளைவிக்கிற நெல்ல மட்டும் சாப்பிடுங்க உங்க ஜாதிக்காரன் நெய்யர துணியை மட்டும் உடுத்துங்க ஜாதிக்காரன் செய்கிற வண்டியை மட்டும் பயன்படுத்துங்கள் உங்க ஜாதிக்காரன் நாட்டிலிருந்து வர பெட்ரோல் மட்டும் பயன்படுத்துங்கள் அதே போல உங்க ஜாதி காரங்க சுவாசிக்க காற்று மட்டும் நீங்க சுவாசிங்க ரொம்ப நல்லா இருக்கும்.,Non-sarcastic
Sattaiya kizhikura scene la theter ye alara pothu..,Sarcastic
Bhg be sala kitna ghtya makeup h,Non-sarcastic
இதில் உள்ள comments   படித்த பிறகுதான் தெரிகிறது தமிழகத்தில் இன்னும் ஜாதி வெறிபிடித்த  நாய்கள் உள்ளார்கள் என்று.  இவர்கள் இருக்கும் வரை ஜாதி ஒழியாது.  சில நாய்கள்  பல ஜாதி வெறிநாய்களை  பயன்படுத்திக்கொள்வதல்  இன்னும் ஜாதி அழியாமல் உள்ளது மனிதனை மனிதனாக வாழவிடுங்கள் .....,Non-sarcastic
Ilayaraja sir .... Beethoven music ah Unga padathula potu irukinga ....  Anmai iladhavan dhana ipadi panuvaan ... neenga dhana sir soninga ?,Sarcastic
thalivaaaaaaaaaaaa i am wating mass trilar,Non-sarcastic
Pakka paisa vasol movie... Mass movie after narasimha,Non-sarcastic
அனைத்து சமூகம் பெண்கள் பாராட்டும் திரை பார்வை திரௌபதி,Non-sarcastic
Thala da vera laval yuvan musice super,Non-sarcastic
"படம் வெற்றி பெற முழு ஆதரவு கொடுப்போம். அரியலூர் மாவட்டம், உதயநத்தம்   கிராமம்",Non-sarcastic
"Vj,s     super",Non-sarcastic
இதுவரை ஆணவ கொலையில் இறந்த எத்தனை காதல் ஜோடிகள் தாங்கள் நாடக காதலில் ஏமாற்றப்பட்டதாக புகார் கொடுத்திருக்கிறார்கள்? சாதி மறுப்பு காதல் திருமணங்களை நாடக காதல் என பொதுமைப்படுத்தும் மானங்கெட்ட அரசியலுக்கு பெண்களின் மாண்பை காக்கிறோம் என்ற வேடம் ஒரு கேடா!,Non-sarcastic
